name,funding_total_usd,status,country_code,funding_rounds,Industry_Group,time_between_first_last_funding,days_in_business
LendingStar,300000,operating,Other,1,Financial Services,0,753
Lendino,42750,operating,Other,1,Financial Services,0,1093
LendInvest,12879637,operating,Other,1,Real Estate,0,973
Lendio,12500000,operating,USA,3,Financial Services,923,3577
"LendKey Technologies, Inc.",23727288,operating,USA,6,Financial Services,2137,3195
LendLayer,400000,operating,USA,1,Other,0,728
LendPro,50000,operating,USA,1,Software,0,1824
Lendsquare,100000,operating,USA,1,Community and Lifestyle,0,1824
Lendstar,301949,operating,Other,2,Financial Services,65,1043
LendUp,64000000,operating,USA,4,Financial Services,738,1500
LendYour,34436,operating,Other,2,Commerce and Shopping,235,1093
Lenet,3000000,operating,Other,1,Commerce and Shopping,0,853
Lengow,2055949,operating,Other,2,Commerce and Shopping,101,2373
LensAR,161521818,operating,USA,11,Health Care,1859,4381
lensgen,2450000,operating,USA,2,Health Care,374,1612
Lenskart.com,14000000,operating,Other,2,Commerce and Shopping,427,2189
LensVector,35700000,operating,USA,3,Software,1366,3650
LensX Lasers,22360000,acquired,USA,1,Health Care,0,2495
Lentigen,1200000,operating,USA,1,Biotechnology,0,1882
Leo,1500000,operating,USA,1,Information Technology,0,850
Leonardo Biosystems,2500000,operating,USA,2,Biotechnology,545,2052
Leonardo Worldwide Corporation,19570000,operating,Other,3,Advertising,607,5842
Leondra music,938838,operating,Other,2,Financial Services,1331,911
Leostream,5000000,operating,USA,2,Software,567,5111
LEPOW,1000000,operating,Other,1,Manufacturing,0,759
Lernstift,2272400,operating,Other,4,Software,195,1176
Leroy Brothers,36802,operating,Other,1,Design,0,3285
Lesara GmbH,7000000,operating,Other,1,Commerce and Shopping,0,1093
Lessno,6100000,operating,Other,2,Travel and Tourism,690,3082
Lesson Prep,15149,operating,Other,1,Community and Lifestyle,0,650
LessonFace,89998,operating,USA,1,Media and Entertainment,0,1459
Lessons Only,50000,operating,USA,1,Education,0,936
Lessonwriter,50000,operating,Other,1,Education,0,2920
"Lestis Wind, Hydro & Solar",225000000,operating,Other,2,Information Technology,62,2403
Let,610000,operating,USA,2,Mobile,588,1032
Let it Wave,7180000,acquired,Other,1,Software,0,5476
Let's Gift It,250000,operating,USA,2,Commerce and Shopping,699,2008
Let's Jock,40000,operating,Other,1,Advertising,0,1459
Let's Talk,40000,operating,Other,1,Mobile,0,1093
Letao,84472800,operating,Other,6,Commerce and Shopping,1340,2799
Leti Arts,100000,operating,Other,1,Gaming,0,2437
LetMeHearYa,175000,closed,USA,1,Content and Publishing,0,1824
Leto Solutions,50000,operating,USA,1,Health Care,0,1093
LetsBuy.com,6000000,acquired,Other,1,Consumer Electronics,0,2554
LetsCram,655000,operating,USA,2,Education,749,3285
Letsgofordinner,140000,operating,Other,1,Health Care,0,2981
LETSGROOP,100000,closed,Other,1,Internet Services,0,2565
Letsmake,20000,operating,Other,1,Other,0,485
letsmote.com,80000,operating,Other,1,Community and Lifestyle,0,969
LetsVenture,650000,operating,Other,1,Internet Services,0,1093
LetsWombat,25000,operating,Other,1,Data and Analytics,0,1451
lettrs,1760000,operating,USA,4,Community and Lifestyle,2272,1102
Lettuce,3100000,acquired,USA,2,Data and Analytics,289,1459
LeTV,50000000,operating,Other,2,Content and Publishing,1838,4076
Letyano,326783,operating,Other,1,Software,0,1093
LeukoDx,9342000,operating,USA,5,Health Care,1733,2920
Lev Pharmaceuticals,41000000,acquired,USA,2,Biotechnology,381,4746
Levanta,8000000,closed,USA,1,Software,0,6572
Level,5000000,operating,USA,1,Software,0,1286
Level 5 Networks,30000000,acquired,USA,1,Advertising,0,5111
Level Four Software,4580000,acquired,Other,2,Software,567,7668
LevelEleven,5500000,operating,USA,4,Software,653,1185
Leveler,135000,operating,USA,1,Manufacturing,0,2096
Levels Beyond,6999991,operating,USA,2,Media and Entertainment,441,3285
LevelUp,40000000,operating,USA,3,Financial Services,943,1630
Lever,12800000,operating,USA,3,Professional Services,1005,1307
Leverage Software,6000000,acquired,USA,1,Software,0,4626
LeveragePoint Innovations,713000,operating,USA,1,Software,0,1426
Leverate,12500000,operating,Other,1,Financial Services,0,2920
Leversense,659000,operating,USA,2,Biotechnology,508,2554
Levicept,19913173,operating,Other,2,Biotechnology,1,1459
Levlr,25000,operating,USA,1,Data and Analytics,0,2189
Levo League,8000000,operating,USA,2,Community and Lifestyle,697,1643
LeWa Tek,13954716,operating,Other,3,Mobile,457,1734
Lewis and Clark Pharmaceuticals,475000,operating,USA,2,Biotechnology,335,1459
Lewis Tank Transport,737000,operating,Other,1,Transportation,0,3285
Lex Machina,10881448,operating,USA,5,Professional Services,819,2554
Lexar Media,60000000,operating,USA,1,Software,0,7303
Lexara,1090000,closed,Other,1,Software,0,2542
Lexdir,765527,operating,Other,2,Media and Entertainment,37,789
Lexicon Pharmaceuticals,240040000,operating,USA,3,Biotechnology,1716,7668
Lexim,120000,operating,Other,2,Education,188,2189
Lexity,5700000,acquired,USA,2,Software,548,2342
Lexos Media,1415500,operating,USA,1,Advertising,0,2554
Lexpertia.com,41004,operating,Other,1,Information Technology,0,2036
Lexplique - /l?k  splik/,40000,operating,USA,1,Professional Services,0,1824
Lexy,1708000,closed,USA,2,Mobile,289,3650
Leyden Energy,34500000,operating,USA,3,Manufacturing,2035,3285
LEYIO,1892250,closed,Other,1,Mobile,0,2920
Leyou software,29500000,operating,Other,3,Mobile,2739,1368
Lezhin Entertainment,4800000,operating,Other,1,Media and Entertainment,0,1003
"LFR Communications, Inc",10000000,operating,USA,1,Financial Services,0,4598
LFS (Local Food Systems Inc),435000,closed,Other,1,Software,0,1793
LGC Wireless,13000000,acquired,USA,1,Sales and Marketing,0,7303
LGL/LatinMedios,75000,operating,Other,1,Data and Analytics,0,2682
LIA,400000,operating,USA,1,Software,0,1368
Liaison Technologies,45727627,operating,USA,3,Software,734,5842
LIANAI,162364,operating,Other,1,Community and Lifestyle,0,759
Liazon,30800000,operating,USA,2,Financial Services,385,3285
LiB,700000,operating,Other,1,Professional Services,0,638
Libboo,1400000,operating,USA,3,Financial Services,302,1485
LIBCAST,450000,operating,Other,1,Media and Entertainment,0,3446
Liberata,31700308,operating,Other,1,Professional Services,0,1811
Liberator Medical Supply,7000000,operating,USA,1,Health Care,0,3650
Libersy,2243200,operating,Other,2,Commerce and Shopping,699,3410
Liberty Ammunition,900000,operating,USA,1,Manufacturing,0,1824
Liberty Dialysis,339959044,acquired,USA,2,Health Care,72,2080
Liberty Global,422921270,operating,USA,1,Internet Services,0,4381
Liberty Hydro,500000,operating,USA,1,Information Technology,0,1896
Libox,2000000,closed,Other,2,Content and Publishing,649,2815
Libra Alliance,45000100,operating,USA,2,Financial Services,188,6937
LibraTax,500000,operating,Other,1,Financial Services,0,669
Librato,5050000,operating,USA,2,Software,297,1824
LibreDigital,31100000,acquired,USA,4,Information Technology,1820,3614
Librestream Technologies Inc.,8592884,operating,Other,1,Software,0,4746
LibriLoop,50000,operating,USA,1,Sports,0,2054
License Acquisitions,650000,operating,USA,1,Mobile,0,2920
License Buddy,34700,operating,USA,2,Education,5,1093
LicenseMetrics,1264400,operating,Other,1,Software,0,3650
LicenseStream,15968956,operating,USA,5,Other,2399,4746
Lidyana.com,10000000,operating,Other,3,Clothing and Apparel,641,1455
Liebo,5000000,operating,Other,1,Design,0,3346
Lieferheld,10784000,operating,Other,1,Food and Beverage,0,1946
Lien Enforcement,20000,operating,USA,1,Commerce and Shopping,0,2079
Liepin.com,70000000,operating,Other,1,Professional Services,0,3650
Life Care Medical Devices,600000,operating,USA,1,Health Care,0,1824
Life in Hi-Fi,700000,operating,USA,1,Community and Lifestyle,0,1093
Life is Tech,3200000,operating,Other,1,Information Technology,0,513
Life Metrics,560000,operating,USA,1,Financial Services,0,979
Life Recovery Systems,640000,operating,Other,1,Biotechnology,0,2406
Life Sciences Discovery Fund,3600000,operating,USA,1,Financial Services,0,4015
Life360,76100000,operating,USA,8,Internet Services,2079,2920
Life800,162954,operating,Other,1,Commerce and Shopping,0,669
Lifeables,217500,operating,USA,1,Internet Services,0,2038
lifeaction games,132150,operating,Other,1,Gaming,0,2189
LifeBio,80000,operating,USA,1,Internet Services,0,3650
Lifeblob,1000000,operating,Other,1,Content and Publishing,0,2694
LifeBond Ltd.,40500000,operating,Other,3,Biotechnology,1945,3285
LifeBook,2547983,operating,Other,1,Internet Services,0,2189
Lifebooker.com,6500000,operating,USA,1,Advertising,0,3041
lifecake,1400000,operating,Other,2,Internet Services,483,1459
Lifecrowd,5000000,operating,USA,2,Community and Lifestyle,7,1824
LifeDox,625000,operating,USA,1,Health Care,0,2189
Lifefactory,3831000,operating,Other,2,Health Care,1036,2495
LifeGuard Games,62500,operating,USA,2,Health Care,340,1215
LifeIMAGE,65077994,operating,USA,7,Health Care,1462,2920
lifeIO,500000,operating,USA,1,Internet Services,0,3410
Lifeline Ventures,20708316,operating,Other,1,Financial Services,0,2554
LifeLock,177850000,operating,USA,5,Information Technology,1991,3803
"LifeMap Solutions, Inc.",5000000,operating,USA,1,Other,0,728
LIFEmee,100000,operating,Other,1,Financial Services,0,2411
LIFEMODELER,444963,operating,USA,1,Software,0,2385
LifeNexus,25126750,operating,USA,9,Software,1559,4015
LifeOnKey,10000000,operating,USA,1,Software,0,4746
LifePay,2600000,operating,Other,1,Commerce and Shopping,0,1215
LifePics,1980000,operating,USA,1,Content and Publishing,0,5598
Lifeproof,2764700,acquired,USA,2,Mobile,125,2189
Lifeshare Technologies,625000,operating,USA,1,Biotechnology,0,2554
LifeShield,35050000,operating,Other,5,Internet Services,1937,4381
LifeShield Security,19000000,acquired,USA,2,Privacy and Security,399,4381
"LifeSize, a Division of Logitech",42500000,acquired,USA,2,Software,273,4746
Lifestander,31000,closed,USA,1,Community and Lifestyle,0,1946
LifeStorage,120000000,operating,USA,1,Professional Services,0,448
LifeStreet Media,66000000,operating,USA,1,Advertising,0,1336
Lifestyle & Heritage Co,32938,operating,Other,1,Clothing and Apparel,0,719
Lifestyle Rewired,20000,operating,Other,1,Community and Lifestyle,0,442
Lifesum,6700000,operating,Other,1,Health Care,0,2615
Lifetone Technology,1412300,operating,USA,2,Software,1174,4381
LifeVantage,7634143,operating,USA,3,Manufacturing,301,4746
LifeWave,618178,operating,USA,1,Biotechnology,0,5842
Lift,2500000,operating,USA,1,Consumer Electronics,0,2290
Lift Labs,1800000,acquired,USA,2,Health Care,260,1093
Lift Worldwide,2500000,operating,USA,2,Software,464,1591
LIFT12,560000,operating,Other,1,Other,0,1185
Liftago,2000000,operating,Other,2,Commerce and Shopping,731,1459
LiftDNA,1000000,acquired,USA,2,Advertising,10,2311
LiftMetrix,2750000,operating,USA,1,Other,0,850
LIFX,13320000,operating,USA,3,Information Technology,660,1459
Ligandal,64000,operating,USA,1,Information Technology,0,1093
LigerTail,50000,operating,USA,1,Internet Services,0,1661
light,9700000,operating,Other,1,Content and Publishing,0,1093
Light Blue Optics,57500000,operating,Other,4,Transportation,1533,4380
Light Chaser Animation,20000000,operating,Other,1,Hardware,0,558
Light Harmonic,1667141,operating,USA,3,Hardware,257,1875
Light Sciences Oncology,139861674,operating,USA,6,Health Care,2931,8033
Light-Based Technologies,17000000,operating,Other,3,Manufacturing,549,2112
LightArrow,1700000,operating,USA,3,Mobile,1094,2189
Lightbox,1200000,acquired,Other,1,Mobile,0,1885
LightCyber,11500000,operating,Other,2,Privacy and Security,1007,1483
Lighter Capital,6000000,operating,Other,1,Financial Services,0,2038
Lighter Living,3100000,closed,USA,1,Health Care,0,2231
Lighting Retrofit International,4999929,operating,USA,1,Information Technology,0,2554
Lighting Science Group,277116726,operating,USA,7,Information Technology,1659,4381
LightInTheBox.com,35000000,operating,Other,2,Other,1453,3285
Lightning Gaming,4000000,operating,USA,1,Gaming,0,4381
Lightonus.com,164744,operating,Other,1,Mobile,0,697
LightPath Apps,150000,operating,USA,1,Professional Services,0,1581
Lightpoint Medical,4637844,operating,Other,3,Health Care,287,1459
LightPole,2100000,closed,Other,2,Mobile,276,3134
LightSail Education,8692266,operating,USA,1,Education,0,1338
LightSail Energy,42800000,operating,USA,2,Information Technology,106,1150
LightSand Communications,7000000,operating,USA,1,Internet Services,0,3822
Lightscape Materials,4040828,operating,USA,1,Manufacturing,0,2554
Lightside Games,2744997,operating,USA,4,Gaming,544,1714
LightSide Labs,195000,operating,USA,1,Software,0,1093
Lightspeed Audio Labs,1250000,operating,USA,1,Media and Entertainment,0,3530
Lightspeed Genomics,5082474,operating,USA,1,Biotechnology,0,3650
LightSpeed Retail,65000000,operating,Other,2,Software,827,4015
LightSquared,265000000,operating,USA,1,Mobile,0,2189
Lightstorm Networks,5206950,operating,Other,1,Advertising,0,4746
Lightswitch,1250000,operating,Other,1,Advertising,0,1490
LightUp,145000,operating,Other,3,Software,149,1093
Lightwave Logic,24590000,operating,USA,5,Software,1849,2374
Lightwave Power,13000000,operating,USA,1,Financial Services,0,2920
Lightwaves,1500000,operating,USA,1,Software,0,5111
Lightwire,18000000,acquired,USA,1,Software,0,1734
Lightyear Network Solutions,1523100,operating,USA,1,Manufacturing,0,8398
LigoCyte Pharmaceuticals,43562640,acquired,USA,4,Biotechnology,1049,6572
Ligon Discovery,1500000,operating,USA,2,Biotechnology,188,2420
Liiiike,500000,operating,USA,1,Clothing and Apparel,0,1290
Lijit Networks,28300000,acquired,USA,6,Advertising,1570,3499
Like a Local,100000,operating,Other,1,Events,0,1459
Likeability,475000,operating,USA,1,Community and Lifestyle,0,1394
Likeable Local,1570000,operating,USA,2,Software,0,1459
LIKECHARITY,1250000,operating,Other,1,Sales and Marketing,0,1215
Likehack,295208,operating,Other,3,Community and Lifestyle,109,1368
LikeIt.com,1720000,closed,Other,2,Community and Lifestyle,292,1597
Likelii,450000,operating,USA,1,Commerce and Shopping,0,1741
LikeList,5000000,closed,USA,1,Commerce and Shopping,0,2920
Likely.co,1600000,operating,Other,1,Community and Lifestyle,0,1824
LikeMe.Net,3349996,operating,USA,1,Community and Lifestyle,0,2646
LikeWhere,45500,operating,Other,1,Media and Entertainment,0,1359
Likewise Software,10000000,acquired,USA,1,Privacy and Security,0,4076
Likva,651386,operating,Other,1,Real Estate,0,1003
LilaKutu,250000,operating,Other,2,Internet Services,937,1765
Lilianna Spinal Solutions,50000,operating,USA,1,Health Care,0,742
Liligo.com,3900000,acquired,Other,1,Internet Services,0,3650
Lilliputian Systems,83350000,operating,USA,5,Energy,1260,5111
LilLuxe,1200000,closed,USA,1,Commerce and Shopping,0,2122
Lily & Strum,110000,operating,USA,1,Design,0,1093
Lily BlueFlame Culture Media,7653826,operating,Other,1,Advertising,0,6572
Lima,3729074,operating,USA,2,Hardware,329,1465
Limbo,27100000,operating,USA,4,Gaming,1127,3742
Lime Microsystems,4336290,operating,Other,2,Advertising,1881,3956
Lime&Tonic,2880000,operating,Other,3,Community and Lifestyle,1048,1793
Limeade,33993894,operating,USA,4,Health Care,2856,3615
Limecraft,621246,operating,Other,1,Software,0,2056
Limei Advertising,30000000,operating,Other,2,Advertising,275,1643
LimeLife,20900000,acquired,USA,5,Advertising,1570,4229
Limerick BioPharma,42119415,operating,USA,5,Biotechnology,1328,4381
LimeRoad,20000000,operating,Other,2,Community and Lifestyle,559,1459
LimeSpot Solutions,765000,operating,Other,2,Software,49,1002
Limin Chemical,11713030,operating,Other,1,Manufacturing,0,7395
Limitlesslane,280000,operating,Other,1,Software,0,1137
LimitX,73000,operating,Other,1,Sports,0,728
Limk,310121,operating,USA,4,Media and Entertainment,1098,1824
Limonetik,11522960,operating,Other,3,Mobile,2102,3285
Limos.com,15000000,operating,USA,2,Community and Lifestyle,878,3073
Limtel,650000,operating,Other,2,Hardware,369,2029
Limundo,1109160,operating,Other,1,Commerce and Shopping,0,3721
LIN TV,4500000,operating,USA,1,Media and Entertainment,0,2267
LINAGORA,2180000,operating,Other,1,Software,0,3635
Lince Labs - Amniofilm,40000,operating,Other,1,Biotechnology,0,1225
Linchpin,10000,operating,Other,1,Advertising,0,1459
Lincoln Peak Partners,83635,operating,USA,1,Software,0,1824
Lincoln Renewable Energy,55000000,operating,USA,2,Information Technology,112,1820
Lincor Solutions,12500000,operating,Other,2,Health Care,280,4746
Linden Lab,19000000,operating,USA,2,Gaming,489,6207
Linea,4000000,closed,USA,1,Content and Publishing,0,1734
Lineagen,42994064,operating,USA,5,Biotechnology,1275,5111
LineaQuattro,430110,operating,Other,1,Design,0,2201
Linear Labs,150000,operating,USA,1,Consumer Electronics,0,1093
Linebacker,315317,operating,USA,1,Software,0,3285
LineHop,150000,operating,USA,2,Financial Services,335,1185
Linekong,115000000,operating,Other,3,Gaming,2456,3226
LineMetrics,400000,operating,Other,1,Manufacturing,0,1338
LineStream Technologies,1000000,operating,USA,2,Information Technology,1380,2768
Lingohub,180000,operating,Other,2,Other,52,1246
Lingoing,64630,operating,Other,1,Community and Lifestyle,0,1093
lingoking GmbH,131341,operating,Other,3,Information Technology,1096,1966
LingoLive,40000,operating,Other,1,Education,0,2189
Lingorami,40000,operating,Other,1,Gaming,0,1154
"Lingospot, Inc.",525000,operating,Other,3,Information Technology,9,3316
Lingotek,6444807,operating,USA,5,Other,2163,3619
Lingua.ly,500000,operating,Other,1,Education,0,1824
LinguaLeo,3000000,operating,Other,1,Education,0,2130
Linguastat,427985,operating,USA,1,Software,0,3681
LinguaSys,4920000,operating,USA,3,Software,854,2130
Lingvist,1369600,operating,Other,3,Other,350,1093
Linio,175500000,operating,Other,4,Commerce and Shopping,512,1459
Link Medicine,64800003,closed,USA,3,Health Care,933,4015
Link To Media,250000,operating,Other,1,Media and Entertainment,0,1543
Link Trigger,760237,operating,USA,2,Internet Services,71,2759
Linkable Networks,28729937,operating,USA,7,Sales and Marketing,1473,1824
Linkage,90019,operating,Other,1,Software,0,994
Linkage Biosciences,12643228,operating,USA,7,Biotechnology,2031,2997
Linkagoal,1250000,operating,USA,1,Community and Lifestyle,0,1824
LinkCloud,133150,closed,Other,1,Advertising,0,2069
LinkConnector Corporation,275000,operating,USA,1,Advertising,0,4381
Linkdex,3800000,operating,Other,4,Internet Services,1636,2396
linkedü,20000,operating,USA,1,Community and Lifestyle,0,506
linkedFA,3000000,operating,USA,1,Community and Lifestyle,0,1744
LinkedIn,206121421,operating,USA,7,Software,3469,4622
Linkedwith,2000000,closed,Other,1,Mobile,0,6148
Linkfluence,11200000,operating,Other,3,Data and Analytics,1168,3377
Linkitz,25000,operating,Other,1,Consumer Goods,0,1459
Linko Inc.,2600000,operating,Other,1,Software,0,1093
LinkoTec,1500000,operating,Other,1,Internet Services,0,3271
Linkovery,789717,operating,Other,5,Internet Services,761,2038
LinkPad Inc.,100000,operating,USA,1,Health Care,0,881
Linkpass,1300200,operating,Other,1,Mobile,0,1181
Links Global,22000000,operating,Other,1,Financial Services,0,1575
Linksify,500000,operating,USA,1,Internet Services,0,2316
"LinkSmart, Inc.",9700000,acquired,USA,3,Content and Publishing,1274,2268
LinkStorm,8500000,operating,USA,3,Advertising,820,5629
Linksy,100000,operating,USA,1,Software,0,1459
Linkurious,55000,operating,Other,1,Design,0,1084
Linkwell Health,19300000,operating,USA,2,Health Care,390,2920
Link_A_ Media,56000000,acquired,USA,3,Internet Services,1218,2821
Link_A_Media Devices,13218498,operating,Other,1,Advertising,0,4381
Linq3,12000000,operating,USA,1,Software,0,3285
LinQMart,20000,operating,Other,2,Data and Analytics,32,486
Linquet,181400,operating,Other,1,Real Estate,0,1459
Linty Finance,162954,operating,Other,1,Financial Services,0,669
Linux Voice,136372,operating,Other,1,Content and Publishing,0,750
Lion Street,3104000,operating,USA,1,Financial Services,0,667
LionsGate Technologies (LGTmedical),2000000,operating,Other,1,Health Care,0,659
Lionsharp Voiceboard,295476,operating,Other,3,Software,275,996
Lionside,1600000,acquired,USA,1,Gaming,0,2554
Lipella Pharmaceuticals,611424,operating,USA,3,Biotechnology,1515,3312
LiPlasome Pharma,8010000,operating,Other,1,Biotechnology,0,3956
Lipperhey,288120,operating,Other,1,Internet Services,0,2457
Liquavista,32408800,acquired,Other,3,Software,1224,3650
Liqueo,150000,operating,USA,2,Advertising,106,1831
Liquid,1000000,operating,Other,1,Commerce and Shopping,0,728
Liquid Accounts,1150000,operating,Other,1,Software,0,2129
Liquid Air Lab,12400000,acquired,Other,2,Mobile,657,4991
Liquid Computing,43956298,closed,Other,4,Sales and Marketing,1640,4746
Liquid Engines,5500000,acquired,USA,1,Software,0,5476
Liquid Environmental Solutions,51600000,operating,Other,2,Information Technology,1733,2280
Liquid Grids,4817324,operating,USA,2,Software,910,1846
Liquid Health Labs,100000,operating,USA,1,Health Care,0,1290
Liquid Light,23500000,operating,USA,2,Science and Engineering,1003,1478
Liquid Machines,17500000,acquired,USA,2,Software,504,3390
Liquid Robotics,81575000,operating,USA,6,Information Technology,2999,3285
Liquid Scenarios,112000,operating,USA,1,Financial Services,0,2212
Liquid Spins,517500,operating,USA,3,Software,650,2554
Liquid State,803852,operating,Other,2,Other,344,1542
Liquid X,1400000,operating,USA,2,Advertising,8,2189
Liquidations Enchere Limited,150000,operating,Other,1,Commerce and Shopping,0,928
LiquidCompass,1375600,operating,USA,1,Information Technology,0,527
LiquidCool Solutions,5182400,operating,USA,3,Manufacturing,1301,3650
LiquidFrameworks,5000000,operating,USA,1,Software,0,5476
LiquidHub,93000000,operating,USA,4,Professional Services,2397,5842
Liquidia Technologies,57799994,operating,USA,6,Information Technology,2210,4381
Liquidity Nanotech Corporation,17815906,operating,Other,3,Natural Resources,1127,2311
LiquidM,8700000,operating,USA,2,Advertising,291,1093
Liquidmetal Technologies,35125010,operating,USA,2,Information Technology,1162,2434
LiquidPiston,21250000,operating,USA,5,Information Technology,2191,4746
LiquidPlanner,11600000,operating,USA,4,Software,2319,3591
LiquidSpace,26200000,operating,USA,6,Internet Services,1409,2189
LiquidTalk,2430000,acquired,USA,1,Software,0,3650
LiquidText,58000,operating,USA,2,Software,396,1338
LiquidWare Labs,2776316,operating,USA,2,Software,1921,2554
LiquiGlide,100000,operating,USA,1,Community and Lifestyle,0,1163
Liquipel,10000000,operating,USA,1,Mobile,0,1824
LIQUITY,245703,operating,Other,2,Commerce and Shopping,375,771
Liquiverse,641650,operating,Other,1,Software,0,2512
Liquor.com,3100000,operating,USA,1,Internet Services,0,2592
LIQVID,3000000,operating,Other,1,Education,0,5111
LISNR Inc.,4350000,operating,USA,2,Information Technology,365,1399
Listar,250000,operating,USA,1,Commerce and Shopping,0,1459
listedplaces,20000,closed,USA,1,Commerce and Shopping,0,1753
Listen Edition,18000,operating,USA,1,Education,0,942
Listen Up,40000,operating,USA,1,Information Technology,0,1322
Listia,11165000,operating,USA,4,Other,1584,2342
ListMinut,268616,operating,Other,1,Internet Services,0,1058
Listn,500000,acquired,Other,1,Mobile,0,1215
Listnerd,700000,operating,Other,3,Internet Services,516,1215
ListRunner,620000,operating,Other,2,Software,33,532
Lit Motors,2200000,operating,USA,2,Information Technology,428,2158
Litbloc,50000,operating,Other,1,Community and Lifestyle,0,973
Litebi,748550,closed,Other,1,Software,0,3285
Litehouse,25000,operating,USA,1,Internet Services,0,728
LiteScape Technologies,26500000,operating,USA,3,Software,923,4746
Litesprite,100000,operating,USA,1,Health Care,0,1093
Lithera,35300000,operating,USA,3,Biotechnology,420,3285
Lithium Technologies,151650012,operating,USA,5,Software,2331,5259
Litigain,250000,operating,USA,1,Professional Services,0,1459
Litographs,100000,operating,USA,1,Media and Entertainment,0,1824
LitRes,5000000,operating,Other,1,Internet Services,0,3650
Little Big Things,10000,closed,Other,1,Software,0,1951
Little Bird,2741668,operating,USA,4,Community and Lifestyle,836,1510
Little Black Bag,10750000,operating,USA,2,Commerce and Shopping,196,1824
Little Borrowed Dress,1550000,operating,Other,2,Commerce and Shopping,172,2189
Little Duck Organics,4000000,operating,USA,1,Health Care,0,1824
Little Gray Farms,17000,operating,USA,1,Agriculture and Farming,0,485
Little Pim,4596947,operating,USA,4,Education,570,3650
Little Quest,100000,operating,USA,1,Internet Services,0,870
Little Red Wagon Technologies,4588599,operating,USA,7,Mobile,1420,5476
Little1,100000,operating,USA,1,Commerce and Shopping,0,1459
littleBits Electronics,15600000,operating,USA,4,Software,811,1581
Littlecast,2000000,operating,USA,1,Community and Lifestyle,0,1093
"LittleCast, Inc.",2000000,operating,USA,1,Internet Services,0,1034
LivBlends,1022000,operating,USA,3,Health Care,195,1093
Live Gamer,43100000,operating,USA,5,Other,2039,3285
Live Mobile,670086,operating,Other,2,Software,165,1277
Live On The Go,60000,acquired,USA,1,Internet Services,0,2406
Live Shuttle,16000,closed,Other,1,Mobile,0,1612
Live Youth Sports Network,45000,operating,USA,2,Gaming,258,607
LiveAction,5850000,operating,USA,2,Information Technology,460,3285
"LiveAnswer, Inc.",1500000,operating,USA,1,Software,0,994
LiveAuctioneers,47600000,operating,USA,1,Commerce and Shopping,0,2554
LiveBid,1500000,operating,Other,1,Commerce and Shopping,0,6572
liveBooks,5000000,operating,USA,1,Sales and Marketing,0,3925
LiveBuzz,50000,operating,USA,1,Mobile,0,2829
LiveClips,6855000,operating,USA,5,Software,846,2920
Liveclubs,200000,operating,Other,1,Media and Entertainment,0,1365
LiveDeal,4900000,acquired,USA,1,Internet Services,0,3717
LiveExercise,100000,operating,USA,1,Community and Lifestyle,0,1185
Livefyre,20300000,operating,USA,3,Software,946,2220
LiveHealthier,1000000,operating,USA,1,Health Care,0,4015
LiveHive,4700000,operating,USA,1,Other,0,1824
LiveHive Systems,1800000,operating,Other,1,Media and Entertainment,0,3681
LiveHotSpot,100000,operating,Other,1,Community and Lifestyle,0,1273
LiveIntent,32600000,operating,USA,3,Other,1476,2442
LiveLeaf,3850000,operating,USA,1,Biotechnology,0,2920
LIVELENZ,1878595,operating,Other,2,Other,762,2189
Lively,2775000,operating,USA,4,Mobile,250,1093
Lively Inc.,7300000,operating,USA,2,Internet Services,626,1215
LivelyFeed,50000,operating,USA,1,Software,0,1324
liveMag.ro,233100,closed,Other,1,Commerce and Shopping,0,2471
Livemap,980000,operating,Other,6,Software,792,1911
LiveMinutes,3154164,operating,USA,2,Software,237,1824
Livemocha,19389998,acquired,USA,5,Internet Services,1882,3042
LiveNinja,1000000,operating,USA,2,Information Technology,479,1824
Liventa Bioscience,2633332,operating,USA,4,Biotechnology,1101,3650
LiveOps,81000000,operating,USA,4,Software,4774,5842
LivePerson,2300000,operating,USA,1,Software,0,7668
LiveProcess Corp.,1616176,operating,USA,1,Health Care,0,4381
LiveProfile,2200000,closed,USA,1,Community and Lifestyle,0,2189
LiveQoS,4982000,operating,Other,4,Software,1909,4381
LiveRail,12000000,acquired,USA,4,Other,1762,2829
LiveRamp,16000000,acquired,USA,3,Software,1558,1734
"LiveRelay, Inc.",5450000,operating,USA,1,Community and Lifestyle,0,1824
Liveroof China,50000,operating,USA,1,Consumer Goods,0,950
LiveSafe,6998000,operating,USA,3,Community and Lifestyle,295,1428
LiveSchool,2395319,operating,USA,3,Education,1144,1704
Livescribe,46000000,operating,USA,1,Content and Publishing,0,3285
Liveset,300000,operating,USA,1,Internet Services,0,2008
Livestage,1914977,operating,USA,2,Media and Entertainment,300,1459
Livestar,2000000,acquired,Other,1,Internet Services,0,1822
Livestation,2070000,operating,Other,3,Content and Publishing,1553,2554
LiveStories,118000,operating,USA,1,Software,0,1093
Livestream,14699973,operating,USA,4,Content and Publishing,1653,3165
LiveTop,110000,operating,Other,1,Education,0,702
LiveU,50000000,operating,Other,4,Media and Entertainment,2142,3650
Livevol,2000000,operating,USA,1,Software,0,4746
LiveVox,12100000,operating,USA,2,Internet Services,223,5934
Livewire,225000,operating,USA,1,Financial Services,0,1459
Liveyearbook,475000,operating,USA,1,Commerce and Shopping,0,1885
